age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,TECHNICIAN,DIVORCED,SECONDARY,NO,809,YES,NO,CELLULAR,13,MAY,155,2,363,4,FAILURE,NO
33,MANAGEMENT,MARRIED,TERTIARY,NO,287,YES,NO,CELLULAR,15,MAY,199,2,274,3,OTHER,NO
47,TECHNICIAN,DIVORCED,TERTIARY,NO,477,YES,NO,TELEPHONE,7,MAY,973,1,366,1,FAILURE,NO
32,TECHNICIAN,SINGLE,SECONDARY,NO,230,YES,NO,CELLULAR,18,MAY,442,1,266,8,FAILURE,YES
34,MANAGEMENT,MARRIED,TERTIARY,NO,1657,YES,NO,CELLULAR,18,MAY,566,2,356,4,FAILURE,NO
39,TECHNICIAN,MARRIED,SECONDARY,NO,994,NO,NO,CELLULAR,5,FEB,221,1,241,1,FAILURE,NO
34,BLUE-COLLAR,MARRIED,SECONDARY,NO,1221,YES,NO,CELLULAR,6,MAY,182,1,90,8,FAILURE,NO
42,BLUE-COLLAR,MARRIED,SECONDARY,NO,2157,YES,NO,CELLULAR,13,MAY,149,1,364,2,FAILURE,NO
37,MANAGEMENT,MARRIED,PRIMARY,NO,22856,NO,NO,CELLULAR,2,JUL,154,1,388,1,FAILURE,NO
35,TECHNICIAN,SINGLE,SECONDARY,NO,5731,YES,NO,CELLULAR,4,MAY,164,2,167,4,OTHER,NO
56,ADMIN.,MARRIED,SECONDARY,NO,1270,YES,NO,CELLULAR,17,NOV,80,2,165,2,OTHER,NO
41,ADMIN.,SINGLE,SECONDARY,NO,748,NO,NO,TELEPHONE,21,NOV,94,7,130,3,OTHER,NO
57,ENTREPRENEUR,DIVORCED,SECONDARY,YES,25,YES,NO,CELLULAR,11,MAY,652,1,370,4,OTHER,NO
26,ADMIN.,SINGLE,SECONDARY,NO,96,YES,NO,CELLULAR,13,MAY,612,2,348,3,OTHER,NO
39,MANAGEMENT,MARRIED,TERTIARY,NO,763,YES,NO,CELLULAR,11,MAY,877,7,300,2,OTHER,YES
36,MANAGEMENT,MARRIED,TERTIARY,NO,1582,NO,NO,TELEPHONE,3,FEB,26,2,197,1,FAILURE,NO
43,BLUE-COLLAR,MARRIED,SECONDARY,NO,699,YES,YES,CELLULAR,20,NOV,1258,2,122,2,OTHER,YES
47,BLUE-COLLAR,MARRIED,PRIMARY,NO,881,YES,NO,CELLULAR,14,MAY,143,1,370,2,FAILURE,NO
38,TECHNICIAN,MARRIED,SECONDARY,NO,6728,NO,NO,CELLULAR,25,NOV,232,1,96,4,SUCCESS,YES
40,SELF-EMPLOYED,MARRIED,SECONDARY,NO,167,YES,YES,CELLULAR,8,MAY,380,4,295,1,FAILURE,NO
32,TECHNICIAN,SINGLE,TERTIARY,NO,1625,NO,NO,CELLULAR,22,MAY,796,1,109,1,FAILURE,YES
23,BLUE-COLLAR,SINGLE,PRIMARY,NO,8627,YES,NO,CELLULAR,15,MAY,169,1,346,1,FAILURE,NO
31,MANAGEMENT,SINGLE,TERTIARY,NO,2590,NO,NO,CELLULAR,23,SEP,103,2,484,2,OTHER,NO
61,HOUSEMAID,MARRIED,PRIMARY,NO,848,NO,NO,CELLULAR,27,APR,605,1,187,1,OTHER,NO
43,MANAGEMENT,MARRIED,SECONDARY,NO,481,YES,NO,TELEPHONE,18,NOV,164,1,110,2,OTHER,NO
32,MANAGEMENT,SINGLE,TERTIARY,NO,697,NO,NO,CELLULAR,7,AUG,119,1,99,3,FAILURE,NO
39,MANAGEMENT,MARRIED,TERTIARY,NO,894,YES,NO,CELLULAR,20,APR,491,1,326,1,OTHER,NO
37,BLUE-COLLAR,MARRIED,PRIMARY,NO,655,YES,NO,CELLULAR,5,FEB,127,2,258,4,FAILURE,NO
56,RETIRED,DIVORCED,PRIMARY,NO,694,NO,NO,CELLULAR,29,JAN,144,1,102,1,OTHER,YES
41,TECHNICIAN,SINGLE,TERTIARY,NO,1646,YES,NO,CELLULAR,4,FEB,261,1,184,6,SUCCESS,YES
29,ADMIN.,SINGLE,TERTIARY,NO,14,NO,NO,CELLULAR,29,SEP,87,1,120,1,FAILURE,NO
39,ADMIN.,MARRIED,SECONDARY,NO,260,YES,NO,CELLULAR,17,APR,146,1,281,1,FAILURE,NO
49,BLUE-COLLAR,MARRIED,SECONDARY,NO,2039,YES,NO,CELLULAR,6,MAY,451,1,169,2,FAILURE,YES
46,BLUE-COLLAR,MARRIED,PRIMARY,NO,147,YES,NO,CELLULAR,6,MAY,116,2,169,3,FAILURE,NO
36,TECHNICIAN,MARRIED,SECONDARY,NO,55,YES,NO,CELLULAR,13,MAY,38,2,369,4,FAILURE,NO
35,MANAGEMENT,MARRIED,TERTIARY,NO,552,YES,YES,CELLULAR,19,NOV,314,2,124,1,FAILURE,NO
32,BLUE-COLLAR,MARRIED,SECONDARY,NO,1787,YES,NO,CELLULAR,12,MAY,87,4,357,4,FAILURE,NO
31,MANAGEMENT,SINGLE,TERTIARY,NO,12569,NO,NO,CELLULAR,9,SEP,344,1,295,1,FAILURE,YES
46,BLUE-COLLAR,MARRIED,SECONDARY,NO,4855,YES,NO,CELLULAR,10,AUG,1529,1,397,1,FAILURE,NO
47,TECHNICIAN,MARRIED,TERTIARY,NO,2408,NO,NO,CELLULAR,12,AUG,236,1,104,1,SUCCESS,NO
37,BLUE-COLLAR,MARRIED,SECONDARY,NO,346,YES,NO,CELLULAR,17,APR,390,1,316,1,FAILURE,NO
38,ENTREPRENEUR,MARRIED,TERTIARY,NO,1514,NO,YES,CELLULAR,21,NOV,160,3,120,3,FAILURE,NO
38,ENTREPRENEUR,SINGLE,SECONDARY,NO,2543,NO,NO,CELLULAR,10,AUG,223,1,414,4,FAILURE,YES
56,BLUE-COLLAR,MARRIED,PRIMARY,NO,828,YES,NO,CELLULAR,14,MAY,214,1,349,1,FAILURE,NO
47,HOUSEMAID,MARRIED,SECONDARY,NO,3940,YES,NO,CELLULAR,9,NOV,171,2,96,5,SUCCESS,NO
37,ADMIN.,MARRIED,SECONDARY,NO,7,YES,NO,CELLULAR,27,MAY,224,7,105,1,OTHER,NO
60,ADMIN.,MARRIED,SECONDARY,NO,3735,NO,NO,CELLULAR,22,DEC,190,1,188,9,SUCCESS,YES
44,BLUE-COLLAR,MARRIED,SECONDARY,NO,508,YES,NO,CELLULAR,20,APR,222,1,154,1,FAILURE,NO
43,BLUE-COLLAR,MARRIED,PRIMARY,NO,60,NO,NO,CELLULAR,8,MAY,487,2,367,2,OTHER,NO
37,BLUE-COLLAR,MARRIED,SECONDARY,NO,342,YES,NO,CELLULAR,12,MAY,340,2,175,1,FAILURE,NO
36,BLUE-COLLAR,SINGLE,TERTIARY,NO,1830,NO,NO,CELLULAR,14,OCT,183,1,91,11,FAILURE,NO
38,MANAGEMENT,SINGLE,TERTIARY,NO,16957,YES,NO,TELEPHONE,29,JAN,208,1,247,2,FAILURE,NO
40,MANAGEMENT,MARRIED,TERTIARY,NO,0,NO,NO,CELLULAR,10,NOV,147,1,96,8,SUCCESS,YES
55,UNEMPLOYED,MARRIED,TERTIARY,NO,4809,YES,NO,CELLULAR,21,NOV,223,2,186,3,OTHER,NO
34,ADMIN.,MARRIED,SECONDARY,NO,2374,YES,NO,CELLULAR,9,NOV,161,1,209,2,FAILURE,YES
32,ADMIN.,SINGLE,SECONDARY,NO,92,YES,NO,CELLULAR,18,MAY,110,1,315,2,FAILURE,NO
40,BLUE-COLLAR,MARRIED,PRIMARY,NO,1397,YES,NO,TELEPHONE,12,MAY,58,2,334,1,FAILURE,NO
35,SERVICES,SINGLE,SECONDARY,NO,414,YES,NO,CELLULAR,20,APR,11,5,319,2,OTHER,NO
38,TECHNICIAN,MARRIED,SECONDARY,NO,4030,YES,NO,CELLULAR,19,NOV,75,2,177,5,FAILURE,NO
52,ADMIN.,MARRIED,SECONDARY,NO,0,NO,NO,CELLULAR,22,APR,91,2,275,1,FAILURE,NO
43,MANAGEMENT,SINGLE,TERTIARY,NO,1696,YES,NO,CELLULAR,26,AUG,257,1,474,3,FAILURE,YES
34,BLUE-COLLAR,MARRIED,SECONDARY,NO,856,YES,NO,CELLULAR,20,APR,470,1,150,5,OTHER,NO
34,TECHNICIAN,SINGLE,SECONDARY,NO,347,YES,NO,CELLULAR,6,FEB,154,2,197,6,FAILURE,NO
31,TECHNICIAN,SINGLE,SECONDARY,NO,2544,NO,NO,CELLULAR,15,JUL,252,1,184,3,SUCCESS,YES
46,MANAGEMENT,MARRIED,TERTIARY,NO,523,YES,NO,CELLULAR,6,MAY,105,4,366,2,FAILURE,NO
56,RETIRED,MARRIED,SECONDARY,NO,3948,NO,NO,CELLULAR,3,APR,484,1,135,3,FAILURE,NO
66,RETIRED,MARRIED,PRIMARY,NO,747,NO,NO,TELEPHONE,28,JAN,203,3,93,1,FAILURE,NO
39,SELF-EMPLOYED,MARRIED,TERTIARY,NO,585,YES,NO,CELLULAR,18,NOV,48,1,181,3,FAILURE,NO
28,TECHNICIAN,MARRIED,SECONDARY,NO,232,YES,YES,CELLULAR,29,JAN,72,1,261,1,FAILURE,NO
53,SELF-EMPLOYED,MARRIED,TERTIARY,NO,451,YES,NO,CELLULAR,2,FEB,125,1,249,2,FAILURE,NO
32,ADMIN.,SINGLE,SECONDARY,NO,678,YES,NO,CELLULAR,4,FEB,1579,1,246,4,FAILURE,YES
45,TECHNICIAN,DIVORCED,SECONDARY,NO,976,YES,NO,CELLULAR,17,APR,183,1,338,2,FAILURE,NO
36,ADMIN.,SINGLE,SECONDARY,NO,1927,YES,NO,CELLULAR,18,NOV,288,1,137,1,OTHER,NO
75,BLUE-COLLAR,MARRIED,SECONDARY,NO,6053,NO,NO,CELLULAR,11,FEB,865,2,190,1,FAILURE,NO
35,ADMIN.,MARRIED,SECONDARY,NO,725,YES,NO,CELLULAR,20,NOV,219,7,133,1,FAILURE,NO
50,ENTREPRENEUR,MARRIED,SECONDARY,NO,806,YES,YES,CELLULAR,7,MAY,141,8,297,2,OTHER,NO
55,MANAGEMENT,DIVORCED,TERTIARY,NO,481,YES,NO,TELEPHONE,8,MAY,147,2,298,3,FAILURE,NO
28,ADMIN.,SINGLE,SECONDARY,NO,4745,NO,NO,TELEPHONE,12,MAY,360,1,181,5,SUCCESS,YES
33,BLUE-COLLAR,MARRIED,SECONDARY,NO,331,YES,NO,CELLULAR,14,MAY,178,7,365,5,OTHER,NO
79,RETIRED,MARRIED,PRIMARY,NO,8556,NO,NO,TELEPHONE,18,JAN,326,2,272,2,SUCCESS,YES
77,RETIRED,MARRIED,PRIMARY,NO,680,NO,NO,TELEPHONE,27,NOV,341,4,94,3,FAILURE,NO
29,ADMIN.,MARRIED,SECONDARY,NO,22171,YES,NO,CELLULAR,18,MAY,44,1,355,3,FAILURE,NO
56,MANAGEMENT,MARRIED,TERTIARY,NO,856,YES,YES,CELLULAR,4,FEB,70,4,7,7,OTHER,NO
32,BLUE-COLLAR,SINGLE,SECONDARY,NO,53,YES,NO,CELLULAR,18,NOV,276,1,195,1,FAILURE,NO
43,BLUE-COLLAR,MARRIED,PRIMARY,NO,2519,YES,NO,CELLULAR,16,APR,257,2,146,9,OTHER,NO
52,BLUE-COLLAR,MARRIED,SECONDARY,NO,2087,YES,NO,CELLULAR,31,AUG,267,1,474,1,FAILURE,YES
27,MANAGEMENT,SINGLE,TERTIARY,NO,390,NO,NO,CELLULAR,28,OCT,190,1,82,1,SUCCESS,NO
54,TECHNICIAN,MARRIED,TERTIARY,NO,876,NO,NO,CELLULAR,27,OCT,269,3,541,3,SUCCESS,YES
36,MANAGEMENT,MARRIED,TERTIARY,NO,495,NO,NO,CELLULAR,12,MAR,213,3,182,6,SUCCESS,YES
45,ADMIN.,MARRIED,PRIMARY,NO,542,NO,NO,CELLULAR,11,MAY,8,5,350,3,OTHER,NO
35,MANAGEMENT,MARRIED,TERTIARY,NO,24,YES,NO,CELLULAR,8,APR,169,1,231,2,FAILURE,NO
45,BLUE-COLLAR,MARRIED,SECONDARY,NO,192,YES,NO,CELLULAR,13,MAY,154,5,176,1,OTHER,NO
35,BLUE-COLLAR,MARRIED,SECONDARY,NO,262,NO,NO,CELLULAR,2,JUL,96,2,109,4,SUCCESS,NO
44,SERVICES,SINGLE,SECONDARY,NO,5045,YES,NO,CELLULAR,21,NOV,20,6,175,15,OTHER,NO
59,ENTREPRENEUR,MARRIED,PRIMARY,NO,0,NO,NO,TELEPHONE,19,NOV,207,2,153,1,FAILURE,NO
33,TECHNICIAN,SINGLE,SECONDARY,NO,1279,YES,NO,CELLULAR,18,MAY,239,2,349,3,SUCCESS,NO
30,ADMIN.,SINGLE,SECONDARY,NO,127,YES,NO,CELLULAR,18,MAY,16,6,368,1,OTHER,NO
32,TECHNICIAN,DIVORCED,SECONDARY,NO,202,YES,NO,CELLULAR,4,FEB,429,1,201,1,FAILURE,NO
28,SELF-EMPLOYED,SINGLE,TERTIARY,NO,442,NO,NO,CELLULAR,19,JUN,474,3,95,3,OTHER,YES
27,TECHNICIAN,SINGLE,TERTIARY,NO,808,YES,NO,CELLULAR,15,MAY,578,1,364,1,OTHER,NO
38,MANAGEMENT,SINGLE,TERTIARY,NO,427,YES,NO,CELLULAR,6,MAY,17,3,169,2,FAILURE,NO
60,SERVICES,MARRIED,TERTIARY,NO,4256,YES,NO,CELLULAR,16,AUG,239,3,761,1,OTHER,YES
52,SERVICES,DIVORCED,SECONDARY,NO,238,YES,NO,CELLULAR,6,MAY,101,1,362,5,OTHER,NO
64,RETIRED,MARRIED,TERTIARY,NO,846,NO,NO,CELLULAR,11,FEB,671,1,181,3,FAILURE,YES
35,SELF-EMPLOYED,MARRIED,TERTIARY,NO,980,NO,NO,CELLULAR,2,AUG,428,2,336,6,FAILURE,NO
33,ADMIN.,MARRIED,TERTIARY,NO,79,YES,NO,CELLULAR,22,OCT,249,2,335,2,FAILURE,YES
25,MANAGEMENT,SINGLE,TERTIARY,NO,808,NO,NO,CELLULAR,18,SEP,267,2,114,2,FAILURE,YES
31,MANAGEMENT,MARRIED,TERTIARY,NO,22546,YES,NO,CELLULAR,14,MAY,8,6,267,4,FAILURE,NO
29,BLUE-COLLAR,MARRIED,SECONDARY,NO,228,YES,NO,CELLULAR,11,MAY,12,8,342,9,FAILURE,NO
55,ADMIN.,MARRIED,SECONDARY,NO,865,YES,NO,CELLULAR,27,OCT,96,1,111,3,FAILURE,NO
31,ADMIN.,MARRIED,SECONDARY,NO,389,YES,NO,CELLULAR,7,DEC,69,1,185,2,FAILURE,NO
34,ENTREPRENEUR,MARRIED,SECONDARY,NO,1847,YES,NO,CELLULAR,9,APR,543,3,321,6,FAILURE,NO
57,SERVICES,DIVORCED,SECONDARY,NO,4664,NO,NO,CELLULAR,21,NOV,22,4,114,1,FAILURE,NO
31,STUDENT,SINGLE,TERTIARY,NO,64,NO,NO,CELLULAR,15,SEP,208,1,105,2,SUCCESS,NO
33,BLUE-COLLAR,MARRIED,SECONDARY,NO,26,YES,NO,CELLULAR,17,APR,342,3,332,1,OTHER,NO
33,BLUE-COLLAR,SINGLE,SECONDARY,NO,142,YES,NO,CELLULAR,14,MAY,123,1,360,3,OTHER,NO
46,SERVICES,MARRIED,SECONDARY,NO,4,NO,NO,CELLULAR,30,APR,268,1,261,5,OTHER,YES
40,MANAGEMENT,DIVORCED,TERTIARY,NO,502,YES,NO,CELLULAR,3,FEB,267,4,270,3,OTHER,NO
38,MANAGEMENT,SINGLE,TERTIARY,NO,8669,YES,NO,TELEPHONE,20,APR,5,3,150,6,FAILURE,NO
45,ADMIN.,MARRIED,SECONDARY,NO,72,YES,YES,CELLULAR,15,MAY,262,2,352,2,FAILURE,NO
60,ADMIN.,MARRIED,SECONDARY,NO,2552,NO,YES,CELLULAR,30,JAN,255,2,2,4,OTHER,NO
40,SELF-EMPLOYED,MARRIED,PRIMARY,NO,2077,YES,NO,CELLULAR,13,MAY,363,1,173,24,OTHER,NO
41,BLUE-COLLAR,MARRIED,PRIMARY,NO,7735,YES,NO,CELLULAR,20,NOV,220,1,190,1,FAILURE,NO
58,MANAGEMENT,MARRIED,SECONDARY,NO,139,NO,NO,CELLULAR,27,MAY,188,1,161,2,OTHER,NO
29,MANAGEMENT,SINGLE,TERTIARY,NO,21,YES,NO,CELLULAR,14,MAY,107,4,371,3,FAILURE,NO
34,ADMIN.,MARRIED,SECONDARY,NO,5320,NO,NO,CELLULAR,3,MAR,114,6,467,5,OTHER,NO
38,SERVICES,MARRIED,SECONDARY,NO,8876,NO,NO,CELLULAR,2,FEB,280,1,75,1,FAILURE,NO
34,BLUE-COLLAR,MARRIED,SECONDARY,NO,360,YES,NO,TELEPHONE,19,NOV,46,1,182,2,FAILURE,NO
52,ADMIN.,MARRIED,SECONDARY,NO,199,NO,NO,CELLULAR,28,JAN,978,2,189,1,OTHER,NO
46,BLUE-COLLAR,MARRIED,PRIMARY,NO,1291,YES,NO,CELLULAR,14,MAY,142,3,259,17,FAILURE,NO
40,UNEMPLOYED,MARRIED,SECONDARY,NO,0,YES,NO,CELLULAR,19,NOV,332,1,183,1,FAILURE,NO
40,MANAGEMENT,MARRIED,TERTIARY,NO,7780,NO,NO,TELEPHONE,4,MAY,364,1,355,1,OTHER,NO
58,SERVICES,DIVORCED,SECONDARY,NO,462,NO,NO,CELLULAR,13,NOV,495,1,93,1,SUCCESS,YES
32,MANAGEMENT,DIVORCED,TERTIARY,NO,883,YES,NO,CELLULAR,10,DEC,798,1,185,5,OTHER,YES
39,SELF-EMPLOYED,MARRIED,SECONDARY,NO,31,YES,NO,CELLULAR,20,NOV,61,2,181,4,FAILURE,NO
54,TECHNICIAN,MARRIED,SECONDARY,NO,0,NO,NO,TELEPHONE,14,AUG,159,2,106,6,SUCCESS,NO
32,MANAGEMENT,SINGLE,TERTIARY,NO,347,YES,NO,CELLULAR,18,MAY,213,1,264,6,FAILURE,NO
31,TECHNICIAN,MARRIED,SECONDARY,NO,0,YES,YES,CELLULAR,28,JAN,71,1,223,9,OTHER,NO
33,SERVICES,DIVORCED,SECONDARY,NO,2411,YES,NO,CELLULAR,23,OCT,130,1,161,1,FAILURE,YES
46,MANAGEMENT,DIVORCED,TERTIARY,NO,225,YES,NO,CELLULAR,14,MAY,201,1,345,1,OTHER,NO
50,MANAGEMENT,MARRIED,TERTIARY,NO,112,YES,NO,CELLULAR,4,NOV,70,5,85,5,OTHER,NO
47,ADMIN.,SINGLE,SECONDARY,NO,1544,YES,NO,CELLULAR,6,APR,104,1,312,1,FAILURE,NO
39,TECHNICIAN,MARRIED,SECONDARY,NO,6,YES,NO,CELLULAR,18,MAY,122,3,357,4,FAILURE,NO
50,MANAGEMENT,MARRIED,TERTIARY,NO,78,YES,NO,CELLULAR,14,JAN,218,3,161,9,OTHER,NO
34,HOUSEMAID,MARRIED,TERTIARY,NO,0,NO,NO,CELLULAR,26,MAY,141,1,188,1,FAILURE,NO
31,MANAGEMENT,MARRIED,TERTIARY,NO,1384,YES,NO,CELLULAR,30,JAN,203,2,2,3,OTHER,NO
43,BLUE-COLLAR,MARRIED,SECONDARY,NO,2160,NO,NO,CELLULAR,8,SEP,261,1,98,1,SUCCESS,YES
27,TECHNICIAN,SINGLE,SECONDARY,NO,842,NO,NO,CELLULAR,30,JUL,273,1,91,1,OTHER,NO
42,BLUE-COLLAR,SINGLE,PRIMARY,NO,1628,YES,NO,CELLULAR,5,FEB,119,1,195,8,SUCCESS,NO
70,RETIRED,MARRIED,SECONDARY,NO,1164,NO,NO,TELEPHONE,14,MAY,338,3,185,2,FAILURE,NO
50,MANAGEMENT,DIVORCED,TERTIARY,NO,356,NO,NO,CELLULAR,8,MAY,198,2,358,5,OTHER,NO
50,SELF-EMPLOYED,MARRIED,TERTIARY,NO,202,YES,NO,CELLULAR,15,APR,107,1,148,4,FAILURE,NO
34,TECHNICIAN,MARRIED,SECONDARY,NO,114,YES,YES,CELLULAR,4,JUN,153,1,309,3,OTHER,NO
36,TECHNICIAN,MARRIED,TERTIARY,NO,629,YES,YES,CELLULAR,29,DEC,109,1,246,1,FAILURE,NO
27,STUDENT,SINGLE,SECONDARY,NO,268,YES,NO,CELLULAR,13,MAY,528,1,358,2,FAILURE,NO
58,ADMIN.,SINGLE,SECONDARY,NO,2223,NO,NO,CELLULAR,4,DEC,1139,2,114,1,SUCCESS,NO
30,MANAGEMENT,SINGLE,TERTIARY,NO,2,NO,NO,CELLULAR,16,JUN,102,1,85,1,FAILURE,NO
26,SERVICES,SINGLE,SECONDARY,NO,1347,NO,NO,TELEPHONE,18,JUN,280,6,92,5,OTHER,YES
26,SERVICES,SINGLE,SECONDARY,NO,5533,YES,NO,CELLULAR,7,MAY,582,2,283,4,FAILURE,NO
42,ADMIN.,SINGLE,SECONDARY,NO,30,YES,NO,CELLULAR,4,FEB,98,1,266,3,FAILURE,NO
39,MANAGEMENT,SINGLE,TERTIARY,NO,0,YES,NO,CELLULAR,12,MAY,561,4,369,3,FAILURE,NO
43,MANAGEMENT,DIVORCED,TERTIARY,NO,497,NO,NO,CELLULAR,13,MAY,66,1,363,22,FAILURE,NO
30,ADMIN.,SINGLE,TERTIARY,NO,305,NO,NO,CELLULAR,30,APR,633,1,85,2,SUCCESS,YES
29,TECHNICIAN,MARRIED,TERTIARY,NO,858,YES,NO,CELLULAR,12,JUN,234,7,330,1,FAILURE,NO
80,HOUSEMAID,MARRIED,PRIMARY,NO,0,NO,NO,CELLULAR,23,FEB,639,1,189,1,FAILURE,YES
31,MANAGEMENT,MARRIED,TERTIARY,NO,1331,NO,NO,CELLULAR,30,APR,297,1,86,3,SUCCESS,YES
57,ADMIN.,DIVORCED,PRIMARY,NO,179,YES,NO,CELLULAR,15,MAY,67,1,368,2,FAILURE,NO
51,MANAGEMENT,MARRIED,TERTIARY,NO,5108,YES,NO,CELLULAR,8,OCT,272,1,102,8,OTHER,NO
43,MANAGEMENT,MARRIED,TERTIARY,NO,489,YES,NO,CELLULAR,8,MAY,130,1,172,2,OTHER,NO
34,SELF-EMPLOYED,MARRIED,TERTIARY,NO,263,NO,NO,CELLULAR,4,MAY,203,1,78,8,OTHER,NO
35,MANAGEMENT,DIVORCED,TERTIARY,NO,434,YES,NO,CELLULAR,11,MAY,277,1,271,2,SUCCESS,NO
37,HOUSEMAID,DIVORCED,SECONDARY,NO,1040,YES,NO,CELLULAR,13,MAY,199,1,173,2,FAILURE,NO
52,RETIRED,MARRIED,SECONDARY,NO,424,NO,NO,CELLULAR,19,NOV,143,1,154,3,FAILURE,NO
39,TECHNICIAN,MARRIED,SECONDARY,NO,116,NO,NO,CELLULAR,24,AUG,79,2,94,2,SUCCESS,NO
33,BLUE-COLLAR,SINGLE,SECONDARY,NO,3975,YES,YES,CELLULAR,17,APR,515,1,150,1,OTHER,NO
42,SERVICES,MARRIED,SECONDARY,NO,96,YES,NO,CELLULAR,5,MAY,238,3,340,2,FAILURE,NO
55,TECHNICIAN,DIVORCED,SECONDARY,NO,3450,NO,NO,CELLULAR,10,FEB,169,1,183,1,FAILURE,YES
46,MANAGEMENT,SINGLE,TERTIARY,NO,334,YES,NO,TELEPHONE,4,MAY,36,6,90,2,OTHER,NO
41,MANAGEMENT,DIVORCED,TERTIARY,NO,3355,NO,NO,CELLULAR,14,OCT,181,2,500,1,FAILURE,NO
30,TECHNICIAN,SINGLE,TERTIARY,NO,2325,NO,NO,CELLULAR,5,APR,270,3,241,4,OTHER,NO
31,BLUE-COLLAR,MARRIED,SECONDARY,NO,1664,YES,NO,CELLULAR,20,APR,158,1,182,1,SUCCESS,NO
31,MANAGEMENT,MARRIED,TERTIARY,NO,623,YES,NO,CELLULAR,13,MAY,96,2,349,5,FAILURE,NO
32,ADMIN.,MARRIED,SECONDARY,NO,3540,YES,NO,CELLULAR,18,MAY,213,1,178,1,FAILURE,NO
53,SERVICES,DIVORCED,SECONDARY,NO,765,YES,NO,CELLULAR,14,MAY,959,3,174,7,OTHER,YES
34,MANAGEMENT,SINGLE,TERTIARY,NO,8038,YES,NO,CELLULAR,20,APR,29,3,152,1,FAILURE,NO
36,SELF-EMPLOYED,MARRIED,SECONDARY,NO,189,YES,NO,CELLULAR,19,NOV,136,1,120,1,FAILURE,NO
29,HOUSEMAID,SINGLE,TERTIARY,NO,19,NO,NO,CELLULAR,5,FEB,110,2,64,2,SUCCESS,YES
39,ADMIN.,MARRIED,SECONDARY,NO,607,YES,NO,CELLULAR,12,MAY,454,2,364,3,FAILURE,YES
26,MANAGEMENT,SINGLE,TERTIARY,NO,1274,YES,NO,CELLULAR,1,JUN,190,1,84,1,FAILURE,NO
51,BLUE-COLLAR,MARRIED,PRIMARY,NO,377,YES,NO,TELEPHONE,3,FEB,143,4,272,1,FAILURE,NO
26,ADMIN.,SINGLE,SECONDARY,NO,802,NO,NO,CELLULAR,30,JAN,77,1,2,2,OTHER,NO
36,MANAGEMENT,DIVORCED,TERTIARY,NO,649,NO,NO,CELLULAR,16,JUL,237,2,91,1,FAILURE,NO
26,STUDENT,SINGLE,TERTIARY,NO,294,NO,NO,CELLULAR,5,MAR,87,1,91,2,SUCCESS,YES
57,ADMIN.,MARRIED,SECONDARY,NO,169,NO,NO,CELLULAR,14,AUG,180,1,106,2,FAILURE,NO
36,SELF-EMPLOYED,MARRIED,TERTIARY,NO,506,NO,NO,CELLULAR,25,AUG,47,1,120,1,FAILURE,NO
47,MANAGEMENT,SINGLE,TERTIARY,NO,4402,NO,NO,TELEPHONE,10,DEC,805,1,190,1,OTHER,YES
31,SERVICES,DIVORCED,PRIMARY,NO,459,YES,NO,CELLULAR,7,MAY,623,1,293,1,SUCCESS,YES
36,BLUE-COLLAR,MARRIED,PRIMARY,NO,1177,NO,NO,CELLULAR,15,APR,330,1,311,4,SUCCESS,YES
48,BLUE-COLLAR,MARRIED,SECONDARY,NO,1143,YES,NO,CELLULAR,17,APR,264,1,317,1,FAILURE,NO
51,RETIRED,DIVORCED,SECONDARY,NO,1679,NO,NO,CELLULAR,12,AUG,417,1,365,9,OTHER,YES
47,ADMIN.,MARRIED,SECONDARY,NO,3676,NO,NO,CELLULAR,18,OCT,567,1,95,3,SUCCESS,YES
45,SERVICES,SINGLE,SECONDARY,NO,1757,YES,NO,CELLULAR,20,APR,1010,3,326,1,OTHER,NO
50,TECHNICIAN,SINGLE,SECONDARY,NO,246,YES,NO,CELLULAR,17,NOV,270,1,123,2,FAILURE,NO
44,BLUE-COLLAR,MARRIED,PRIMARY,NO,887,YES,NO,CELLULAR,12,MAY,165,2,363,1,FAILURE,NO
50,SELF-EMPLOYED,MARRIED,SECONDARY,NO,2061,YES,YES,CELLULAR,29,JAN,197,2,244,3,FAILURE,NO
66,RETIRED,MARRIED,TERTIARY,NO,1948,NO,NO,CELLULAR,28,JAN,216,1,91,4,SUCCESS,YES
43,BLUE-COLLAR,SINGLE,SECONDARY,NO,24,NO,NO,CELLULAR,12,MAY,68,1,363,1,FAILURE,NO
43,BLUE-COLLAR,MARRIED,PRIMARY,NO,188,YES,NO,CELLULAR,12,MAY,58,3,347,5,FAILURE,NO
44,MANAGEMENT,MARRIED,TERTIARY,NO,724,YES,NO,CELLULAR,17,NOV,157,2,172,1,FAILURE,NO
53,ADMIN.,DIVORCED,SECONDARY,NO,26,YES,NO,CELLULAR,7,MAY,56,1,359,1,FAILURE,NO
55,BLUE-COLLAR,MARRIED,PRIMARY,NO,1086,YES,NO,CELLULAR,6,MAY,146,1,272,2,FAILURE,NO
38,HOUSEMAID,DIVORCED,SECONDARY,NO,70,NO,NO,CELLULAR,27,OCT,255,3,148,1,SUCCESS,YES
43,TECHNICIAN,MARRIED,SECONDARY,NO,0,YES,YES,CELLULAR,4,FEB,539,8,204,5,FAILURE,NO
